Date;Type of cash flow;Currency;Quantity / Amount;ISIN;Position;Cash flow type;Month;Identification number;Portfolio instrument number;Evaluation date;Portfolio number;Value pre-tax in trade currency;Value pre-tax in evaluation currency;Value after tax in trade currency
30.09.2024;Dividend;USD;-11254.84;19.549948.000.0;Mondelez International;Other positions;9;19.549948.000.0;10000.07-19.549948.000.0;15.09.2025;10000.07;-11254.84;-11254.84;-9566.61
31.12.2024;Dividend;USD;-11254.84;19.549948.000.0;Mondelez International;Other positions;12;19.549948.000.0;10000.07-19.549948.000.0;15.09.2025;10000.07;-11254.84;-11254.84;-9566.61
31.03.2025;Dividend;USD;-11254.84;19.549948.000.0;Mondelez International;Other positions;3;19.549948.000.0;10000.07-19.549948.000.0;15.09.2025;10000.07;-11254.84;-11254.84;-9566.61
30.06.2025;Dividend;USD;-11254.84;19.549948.000.0;Mondelez International;Other positions;6;19.549948.000.0;10000.07-19.549948.000.0;15.09.2025;10000.07;-11254.84;-11254.84;-9566.61
30.09.2021;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;9;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
31.12.2021;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;12;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
31.03.2022;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;3;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
30.06.2022;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;6;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
30.09.2022;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;9;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
31.12.2022;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;12;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
31.03.2023;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;3;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
30.06.2023;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;6;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
30.09.2023;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;9;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
31.12.2023;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;12;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
31.03.2024;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;3;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
30.06.2024;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;6;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
30.09.2024;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;9;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
31.12.2024;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;12;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
31.03.2025;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;3;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
30.06.2025;Dividend;USD;-635.31;58.198423.000.0;Viatris;Other positions;6;58.198423.000.0;10000.07-58.198423.000.0;15.09.2025;10000.07;-635.31;-635.31;-540.01
30.09.2021;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;9;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
31.12.2021;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;12;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
31.03.2022;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;3;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
30.06.2022;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;6;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
30.09.2022;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;9;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
31.12.2022;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;12;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
31.03.2023;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;3;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
30.06.2023;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;6;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
30.09.2023;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;9;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
31.12.2023;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;12;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
31.03.2024;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;3;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
30.06.2024;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;6;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
30.09.2024;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;9;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
31.12.2024;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;12;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
31.03.2025;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;3;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
30.06.2025;Dividend;USD;-10500.69;  .919390.000.0;Coca Cola;Other positions;6;  .919390.000.0;10000.07-  .919390.000.0;15.09.2025;10000.07;-10500.69;-10500.69;-8925.59
30.09.2021;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;9;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
31.12.2021;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;12;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
31.03.2022;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;3;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
30.06.2022;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;6;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
30.09.2022;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;9;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
31.12.2022;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;12;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
31.03.2023;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;3;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
30.06.2023;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;6;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
30.09.2023;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;9;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
31.12.2023;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;12;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
31.03.2024;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;3;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
30.06.2024;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;6;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
30.09.2024;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;9;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
31.12.2024;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;12;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
31.03.2025;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;3;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
30.06.2025;Dividend;USD;-2716.92;  .951692.000.0;Microsoft;Other positions;6;  .951692.000.0;10000.07-  .951692.000.0;15.09.2025;10000.07;-2716.92;-2716.92;-2309.38
30.09.2021;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;9;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
31.12.2021;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;12;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
31.03.2022;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;3;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
30.06.2022;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;6;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
30.09.2022;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;9;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
31.12.2022;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;12;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
31.03.2023;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;3;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
30.06.2023;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;6;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
30.09.2023;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;9;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
31.12.2023;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;12;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
31.03.2024;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;3;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
30.06.2024;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;6;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
30.09.2024;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;9;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
31.12.2024;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;12;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
31.03.2025;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;3;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
30.06.2025;Dividend;USD;-3047.69;  .957150.000.0;Nike B;Other positions;6;  .957150.000.0;10000.07-  .957150.000.0;15.09.2025;10000.07;-3047.69;-3047.69;-2590.54
30.09.2021;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;9;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
31.12.2021;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;12;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
31.03.2022;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;3;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
30.06.2022;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;6;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
30.09.2022;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;9;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
31.12.2022;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;12;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
31.03.2023;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;3;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
30.06.2023;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;6;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
30.09.2023;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;9;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
31.12.2023;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;12;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
31.03.2024;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;3;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
30.06.2024;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;6;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
30.09.2024;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;9;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
31.12.2024;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;12;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
31.03.2025;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;3;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
30.06.2025;Dividend;USD;-2469.53;  .977576.000.0;Thermo Fisher Scientific;Other positions;6;  .977576.000.0;10000.07-  .977576.000.0;15.09.2025;10000.07;-2469.53;-2469.53;-2099.1
30.09.2021;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;9;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
31.12.2021;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;12;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
31.03.2022;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;3;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
30.06.2022;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;6;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
30.09.2022;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;9;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
31.12.2022;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;12;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
31.03.2023;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;3;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
30.06.2023;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;6;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
30.09.2023;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;9;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
31.12.2023;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;12;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
31.03.2024;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;3;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
30.06.2024;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;6;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
30.09.2024;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;9;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
31.12.2024;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;12;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
31.03.2025;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;3;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
30.06.2025;Dividend;USD;-9065;  .984192.000.0;The Walt Disney;Other positions;6;  .984192.000.0;10000.07-  .984192.000.0;15.09.2025;10000.07;-9065;-9065;-7705.25
30.09.2021;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;9;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
31.12.2021;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;12;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
31.03.2022;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;3;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
30.06.2022;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;6;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
30.09.2022;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;9;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
31.12.2022;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;12;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
31.03.2023;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;3;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
30.06.2023;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;6;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
30.09.2023;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;9;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
31.12.2023;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;12;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
31.03.2024;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;3;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
30.06.2024;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;6;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
30.09.2024;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;9;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
31.12.2024;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;12;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
31.03.2025;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;3;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
30.06.2025;Dividend;USD;-1453.89;  .KK-USD.000.0.10000.07;Current Account USD;Other positions;6;  .KK-USD.000.0.10000.07;10000.07-  .KK-USD.000.0.10000.07;15.09.2025;10000.07;-1453.89;-1453.89;-1235.81
30.09.2021;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;9;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
31.12.2021;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;12;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
31.03.2022;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;3;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
30.06.2022;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;6;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
30.09.2022;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;9;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
31.12.2022;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;12;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
31.03.2023;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;3;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
30.06.2023;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;6;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
30.09.2023;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;9;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
31.12.2023;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;12;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
31.03.2024;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;3;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
30.06.2024;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;6;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
30.09.2024;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;9;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
31.12.2024;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;12;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
31.03.2025;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;3;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
30.06.2025;Dividend;USD;-31337.1;  .KK-USD.000.0.10000.05;Current Account USD;Other positions;6;  .KK-USD.000.0.10000.05;10000.05-  .KK-USD.000.0.10000.05;15.09.2025;10000.05;-31337.1;-31337.1;-26636.53
30.09.2021;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;9;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
31.12.2021;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;12;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
31.03.2022;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;3;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
30.06.2022;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;6;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
